date,scheme,basis,contract,category,long,short,spread,net,net_chg,pctile,z,traders_long,traders_short,oi
2015-11-03,disagg,futonly,gold,m_money,116702,49495,33976,67207,-46885,30.0,0.15,59,44,443900
2015-11-03,disagg,futonly,gold,other_rept,78082,28947,29421,49135,5793,93.2,0.99,84,52,443900
2015-11-03,disagg,futonly,gold,nonrept,39350,30704,,8646,232,21.7,0.02,,,443900
2015-11-10,disagg,futonly,gold,prod_merc,25898,90778,,-64880,24346,73.5,-0.34,26,24,436426
2015-11-10,disagg,futonly,gold,swap,69343,76357,60705,-7014,28748,94.8,1.43,14,18,436426
2015-11-10,disagg,futonly,gold,m_money,91880,75011,35073,16869,-50338,3.4,-1.25,53,51,436426
2015-11-10,disagg,futonly,gold,other_rept,82681,31161,30587,51520,2385,95.2,1.11,88,58,436426
2015-11-10,disagg,futonly,gold,nonrept,40259,36754,,3505,-5141,14.5,-0.34,,,436426
2015-11-17,disagg,futonly,gold,prod_merc,25079,75078,,-49999,14881,81.4,0.0,21,22,435376
2015-11-17,disagg,futonly,gold,swap,73481,51955,71934,21526,28540,99.7,2.36,17,16,435376
2015-11-17,disagg,futonly,gold,m_money,90510,104433,26188,-13923,-30792,0.3,-2.09,51,63,435376
2015-11-17,disagg,futonly,gold,other_rept,82885,34563,26220,48322,-3198,92.2,0.94,87,64,435376
2015-11-17,disagg,futonly,gold,nonrept,39079,45005,,-5926,-9431,2.5,-1.05,,,435376
2015-11-24,disagg,futonly,gold,prod_merc,25625,67103,,-41478,8521,84.9,0.21,21,22,397705
2015-11-24,disagg,futonly,gold,swap,66384,36889,63700,29495,7969,99.9,2.55,17,14,397705
2015-11-24,disagg,futonly,gold,m_money,91059,107723,23578,-16664,-2741,0.1,-2.15,46,55,397705
2015-11-24,disagg,futonly,gold,other_rept,68381,35415,19621,32966,-15356,61.6,0.15,77,60,397705
2015-11-24,disagg,futonly,gold,nonrept,39357,43676,,-4319,1607,2.9,-0.94,,,397705
2015-12-01,disagg,futonly,gold,prod_merc,27538,59821,,-32283,9195,88.8,0.45,19,22,390940
2015-12-01,disagg,futonly,gold,swap,66447,37075,61569,29372,-123,99.7,2.48,16,16,390940
2015-12-01,disagg,futonly,gold,m_money,89982,110548,21867,-20566,-3902,0.1,-2.22,45,58,390940
2015-12-01,disagg,futonly,gold,other_rept,68810,38494,19020,30316,-2650,53.0,0.02,78,65,390940
2015-12-01,disagg,futonly,gold,nonrept,35707,42546,,-6839,-2520,1.7,-1.16,,,390940
2015-12-08,disagg,futonly,gold,prod_merc,25951,62512,,-36561,-4278,87.6,0.32,20,25,394128
2015-12-08,disagg,futonly,gold,swap,63378,40814,60288,22564,-6808,99.3,2.21,17,14,394128
2015-12-08,disagg,futonly,gold,m_money,92488,109910,24221,-17422,3144,0.3,-2.1,49,53,394128
2015-12-08,disagg,futonly,gold,other_rept,70276,33231,21804,37045,6729,74.3,0.37,85,65,394128
2015-12-08,disagg,futonly,gold,nonrept,35722,41348,,-5626,1213,3.1,-1.07,,,394128
2015-12-15,disagg,futonly,gold,prod_merc,20596,61412,,-40816,-4255,84.6,0.18,12,26,390944
2015-12-15,disagg,futonly,gold,swap,68154,35604,62262,32550,9986,99.9,2.46,17,14,390944
2015-12-15,disagg,futonly,gold,m_money,83617,110836,25647,-27219,-9797,0.1,-2.32,41,59,390944
2015-12-15,disagg,futonly,gold,other_rept,72317,31442,23067,40875,3830,80.6,0.57,85,66,390944
2015-12-15,disagg,futonly,gold,nonrept,35284,40674,,-5390,236,3.3,-1.06,,,390944
2015-12-22,disagg,futonly,gold,prod_merc,19453,73397,,-53944,-13128,78.2,-0.24,16,28,405294
2015-12-22,disagg,futonly,gold,swap,70804,39111,61015,31693,-857,99.7,2.38,18,14,405294
2015-12-22,disagg,futonly,gold,m_money,79979,100041,29325,-20062,7157,0.5,-2.08,46,53,405294
2015-12-22,disagg,futonly,gold,other_rept,74297,27808,34976,46489,5614,89.9,0.87,85,58,405294
2015-12-22,disagg,futonly,gold,nonrept,35445,39621,,-4176,1214,3.7,-0.95,,,405294
2015-12-29,disagg,futonly,gold,prod_merc,23044,67018,,-43974,9970,82.7,0.05,15,25,401880
2015-12-29,disagg,futonly,gold,swap,65832,37193,58303,28639,-3054,99.1,2.23,18,12,401880
2015-12-29,disagg,futonly,gold,m_money,76071,103272,30719,-27201,-7139,0.3,-2.23,42,57,401880
2015-12-29,disagg,futonly,gold,other_rept,74158,27855,37242,46303,-186,89.7,0.86,76,62,401880
2015-12-29,disagg,futonly,gold,nonrept,36511,40278,,-3767,409,4.3,-0.91,,,401880
2016-01-05,disagg,futonly,gold,prod_merc,22948,67800,,-44852,-878,82.5,0.01,16,29,413688
2016-01-05,disagg,futonly,gold,swap,62783,37206,61943,25577,-3062,98.9,2.09,19,12,413688
2016-01-05,disagg,futonly,gold,m_money,79732,95659,38204,-15927,11274,1.3,-1.89,52,50,413688
2016-01-05,disagg,futonly,gold,other_rept,73800,31313,40357,42487,-3816,82.7,0.67,75,69,413688
2016-01-05,disagg,futonly,gold,nonrept,33921,41206,,-7285,-3518,1.7,-1.25,,,413688
2016-01-12,disagg,futonly,gold,prod_merc,23309,75124,,-51815,-6963,79.3,-0.24,18,26,397565
2016-01-12,disagg,futonly,gold,swap,52700,44470,66212,8230,-17347,96.9,1.55,15,18,397565
2016-01-12,disagg,futonly,gold,m_money,82908,82816,35227,92,16019,2.7,-1.44,53,48,397565
2016-01-12,disagg,futonly,gold,other_rept,75747,31121,23610,44626,2139,86.5,0.79,77,71,397565
2016-01-12,disagg,futonly,gold,nonrept,37852,38985,,-1133,6152,7.3,-0.64,,,397565
2016-01-19,disagg,futonly,gold,prod_merc,24206,73168,,-48962,2853,81.0,-0.17,16,27,408835
2016-01-19,disagg,futonly,gold,swap,53388,44569,63129,8819,589,97.1,1.54,15,17,408835
2016-01-19,disagg,futonly,gold,m_money,84054,83615,40214,439,347,2.9,-1.41,56,43,408835
2016-01-19,disagg,futonly,gold,other_rept,74266,31011,35829,43255,-1371,84.0,0.72,82,72,408835
2016-01-19,disagg,futonly,gold,nonrept,33749,37300,,-3551,-2418,4.9,-0.91,,,408835
2016-01-26,disagg,futonly,gold,prod_merc,19845,72454,,-52609,-3647,78.4,-0.32,17,27,385350
2016-01-26,disagg,futonly,gold,swap,47192,54416,48306,-7224,-16043,92.3,1.06,12,18,385350
2016-01-26,disagg,futonly,gold,m_money,95745,78942,39421,16803,16364,5.3,-0.96,60,40,385350
2016-01-26,disagg,futonly,gold,other_rept,74726,32489,21572,42237,-1018,82.2,0.67,76,71,385350
2016-01-26,disagg,futonly,gold,nonrept,38543,37750,,793,4344,10.6,-0.43,,,385350
2016-02-02,disagg,futonly,gold,prod_merc,24395,80385,,-55990,-3381,75.7,-0.47,21,31,379185
2016-02-02,disagg,futonly,gold,swap,48605,69970,43469,-21365,-14141,84.0,0.64,12,20,379185
2016-02-02,disagg,futonly,gold,m_money,100566,71530,34778,29036,12233,8.6,-0.62,67,36,379185
2016-02-02,disagg,futonly,gold,other_rept,76402,32616,11391,43786,1549,84.4,0.77,76,67,379185
2016-02-02,disagg,futonly,gold,nonrept,39579,35046,,4533,3740,18.0,0.02,,,379185
2016-02-09,disagg,futonly,gold,prod_merc,23988,91728,,-67740,-11750,69.6,-0.94,16,31,410833
2016-02-09,disagg,futonly,gold,swap,52921,90104,44448,-37183,-15818,64.7,0.18,11,19,410833
2016-02-09,disagg,futonly,gold,m_money,121059,60423,32630,60636,31600,28.2,0.22,79,32,410833
2016-02-09,disagg,futonly,gold,other_rept,80695,42903,13117,37792,-5994,74.2,0.46,81,81,410833
2016-02-09,disagg,futonly,gold,nonrept,41975,35480,,6495,1962,20.3,0.28,,,410833
2016-02-16,disagg,futonly,gold,prod_merc,26085,111860,,-85775,-18035,60.2,-1.63,21,33,428912
2016-02-16,disagg,futonly,gold,swap,55745,101954,45970,-46209,-9026,55.6,-0.08,11,18,428912
2016-02-16,disagg,futonly,gold,m_money,126219,45206,33505,81013,20377,40.6,0.76,83,31,428912
2016-02-16,disagg,futonly,gold,other_rept,82882,46535,12735,36347,-1445,71.0,0.39,84,84,428912
2016-02-16,disagg,futonly,gold,nonrept,45771,31147,,14624,8129,30.7,1.33,,,428912
2016-02-23,disagg,futonly,gold,prod_merc,19329,123277,,-103948,-18173,53.7,-2.32,18,30,445290
2016-02-23,disagg,futonly,gold,swap,53429,112630,48096,-59201,-12992,39.3,-0.46,11,19,445290
2016-02-23,disagg,futonly,gold,m_money,141373,32276,33398,109097,28084,52.8,1.48,89,26,445290
2016-02-23,disagg,futonly,gold,other_rept,86008,50127,14209,35881,-466,69.1,0.38,89,86,445290
2016-02-23,disagg,futonly,gold,nonrept,49448,31277,,18171,3547,33.2,1.79,,,445290
2016-03-01,disagg,futonly,gold,prod_merc,16920,129587,,-112667,-8719,52.5,-2.63,21,32,450555
2016-03-01,disagg,futonly,gold,swap,56255,115019,42396,-58764,437,40.3,-0.44,12,18,450555
2016-03-01,disagg,futonly,gold,m_money,133823,29453,41306,104370,-4727,50.3,1.34,83,28,450555
2016-03-01,disagg,futonly,gold,other_rept,89363,41320,19344,48043,12162,92.0,1.07,93,78,450555
2016-03-01,disagg,futonly,gold,nonrept,51148,32130,,19018,847,33.8,1.93,,,450555
2016-03-08,disagg,futonly,gold,prod_merc,17739,143726,,-125987,-13320,48.4,-3.06,18,33,499110
2016-03-08,disagg,futonly,gold,swap,54685,124070,44069,-69385,-10621,27.6,-0.75,13,18,499110
2016-03-08,disagg,futonly,gold,m_money,160317,32890,53422,127427,23057,61.6,1.91,85,29,499110
2016-03-08,disagg,futonly,gold,other_rept,92578,45195,22780,47383,-660,90.7,1.05,99,77,499110
2016-03-08,disagg,futonly,gold,nonrept,53520,32958,,20562,1544,35.1,2.17,,,499110
2016-03-15,disagg,futonly,gold,prod_merc,19486,143435,,-123949,2038,49.1,-2.94,23,35,493086
2016-03-15,disagg,futonly,gold,swap,60147,121729,38977,-61582,7803,36.8,-0.52,13,16,493086
2016-03-15,disagg,futonly,gold,m_money,159202,29425,50946,129777,2350,62.6,1.94,86,24,493086
2016-03-15,disagg,futonly,gold,other_rept,88457,48722,26061,39735,-7648,77.5,0.65,89,79,493086
2016-03-15,disagg,futonly,gold,nonrept,49810,33791,,16019,-4543,32.1,1.62,,,493086
2016-03-22,disagg,futonly,gold,prod_merc,19858,150125,,-130267,-6318,47.1,-3.1,22,36,510579
2016-03-22,disagg,futonly,gold,swap,59953,129680,47270,-69727,-8145,26.7,-0.75,13,16,510579
2016-03-22,disagg,futonly,gold,m_money,174457,29558,48913,144899,15122,69.4,2.27,89,27,510579
2016-03-22,disagg,futonly,gold,other_rept,84189,50257,24377,33932,-5803,62.7,0.34,83,75,510579
2016-03-22,disagg,futonly,gold,nonrept,51562,30399,,21163,5144,35.5,2.34,,,510579
2016-03-29,disagg,futonly,gold,prod_merc,24190,150685,,-126495,3772,48.1,-2.89,22,34,480461
2016-03-29,disagg,futonly,gold,swap,56815,138284,42222,-81469,-11742,18.5,-1.09,13,16,480461
2016-03-29,disagg,futonly,gold,m_money,184135,29930,24238,154205,9306,74.3,2.44,83,23,480461
2016-03-29,disagg,futonly,gold,other_rept,77947,42346,21491,35601,1669,67.9,0.46,79,77,480461
2016-03-29,disagg,futonly,gold,nonrept,49423,31265,,18158,-3005,33.1,1.95,,,480461
2016-04-05,disagg,futonly,gold,prod_merc,21204,151023,,-129819,-3324,47.1,-2.92,18,34,474094
2016-04-05,disagg,futonly,gold,swap,57395,134821,39504,-77426,4043,22.1,-0.97,12,16,474094
2016-04-05,disagg,futonly,gold,m_money,186716,33958,29047,152758,-1447,73.4,2.35,80,25,474094
2016-04-05,disagg,futonly,gold,other_rept,77065,39423,15603,37642,2041,73.8,0.61,79,70,474094
2016-04-05,disagg,futonly,gold,nonrept,47560,30715,,16845,-1313,32.5,1.81,,,474094
2016-04-12,disagg,futonly,gold,prod_merc,21129,164322,,-143193,-13374,39.2,-3.25,17,36,504523
2016-04-12,disagg,futonly,gold,swap,60602,149196,40450,-88594,-11168,13.7,-1.29,13,18,504523
2016-04-12,disagg,futonly,gold,m_money,202500,31866,29873,170634,17876,80.8,2.7,87,27,504523
2016-04-12,disagg,futonly,gold,other_rept,83841,40668,17096,43173,5531,83.2,0.96,85,71,504523
2016-04-12,disagg,futonly,gold,nonrept,49032,31052,,17980,1135,33.2,1.94,,,504523
2016-04-19,disagg,futonly,gold,prod_merc,20069,166296,,-146227,-3034,38.0,-3.22,15,38,503331
2016-04-19,disagg,futonly,gold,swap,56336,150230,41338,-93894,-5300,7.7,-1.42,13,18,503331
2016-04-19,disagg,futonly,gold,m_money,208661,34554,26508,174107,3473,81.5,2.7,94,27,503331
2016-04-19,disagg,futonly,gold,other_rept,82482,39752,17732,42730,-443,82.4,0.94,89,65,503331
2016-04-19,disagg,futonly,gold,nonrept,50205,26921,,23284,5304,38.2,2.6,,,503331
2016-04-26,disagg,futonly,gold,prod_merc,18752,165367,,-146615,-388,37.7,-3.11,17,35,497884
2016-04-26,disagg,futonly,gold,swap,55117,148610,42576,-93493,401,8.2,-1.4,12,17,497884
2016-04-26,disagg,futonly,gold,m_money,206476,34426,25592,172050,-2057,80.9,2.58,85,37,497884
2016-04-26,disagg,futonly,gold,other_rept,81697,32890,20644,48807,6077,92.9,1.32,87,59,497884
2016-04-26,disagg,futonly,gold,nonrept,47030,27779,,19251,-4033,34.2,2.01,,,497884
2016-05-03,disagg,futonly,gold,prod_merc,19259,189227,,-169968,-23353,18.9,-3.64,19,35,565774
2016-05-03,disagg,futonly,gold,swap,54485,179418,42900,-124933,-31440,0.1,-2.25,12,18,565774
2016-05-03,disagg,futonly,gold,m_money,248842,29947,37026,218895,46845,98.5,3.47,106,29,565774
2016-05-03,disagg,futonly,gold,other_rept,89634,36881,22405,52753,3946,96.2,1.55,96,68,565774
2016-05-03,disagg,futonly,gold,nonrept,51223,27970,,23253,4002,38.0,2.48,,,565774
2016-05-10,disagg,futonly,gold,prod_merc,20797,178897,,-158100,11868,29.4,-3.16,20,36,579777
2016-05-10,disagg,futonly,gold,swap,54725,181621,47689,-126896,-1963,0.1,-2.25,12,18,579777
2016-05-10,disagg,futonly,gold,m_money,246782,35591,43302,211191,-7704,95.8,3.17,96,37,579777
2016-05-10,disagg,futonly,gold,other_rept,90469,36762,24303,53707,954,96.8,1.6,94,63,579777
2016-05-10,disagg,futonly,gold,nonrept,51710,31612,,20098,-3155,34.7,2.02,,,579777
2016-05-17,disagg,futonly,gold,prod_merc,21631,170642,,-149011,9089,37.1,-2.81,22,38,595077
2016-05-17,disagg,futonly,gold,swap,54437,195669,46409,-141232,-14336,0.1,-2.58,12,18,595077
2016-05-17,disagg,futonly,gold,m_money,247059,34618,53780,212441,1250,96.2,3.08,96,37,595077
2016-05-17,disagg,futonly,gold,other_rept,93689,39842,25357,53847,140,96.8,1.59,98,65,595077
2016-05-17,disagg,futonly,gold,nonrept,52715,28760,,23955,3857,39.2,2.46,,,595077
2016-05-24,disagg,futonly,gold,prod_merc,59557,156435,,-96878,52133,57.0,-1.34,28,39,542958
2016-05-24,disagg,futonly,gold,swap,47330,175665,39318,-128335,12897,0.3,-2.18,12,16,542958
2016-05-24,disagg,futonly,gold,m_money,205180,48719,30056,156461,-55980,74.7,1.9,90,32,542958
2016-05-24,disagg,futonly,gold,other_rept,86086,35915,22717,50171,-3676,93.4,1.35,92,62,542958
2016-05-24,disagg,futonly,gold,nonrept,52714,34133,,18581,-5374,33.6,1.75,,,542958
2016-05-31,disagg,futonly,gold,prod_merc,47227,142196,,-94969,1909,58.1,-1.27,23,39,494321
2016-05-31,disagg,futonly,gold,swap,47595,166664,38802,-119069,9266,0.9,-1.89,13,16,494321
2016-05-31,disagg,futonly,gold,m_money,192160,43549,21902,148611,-7850,70.2,1.71,82,35,494321
2016-05-31,disagg,futonly,gold,other_rept,82429,33905,16859,48524,-1647,91.8,1.23,80,62,494321
2016-05-31,disagg,futonly,gold,nonrept,47347,30444,,16903,-1678,32.1,1.51,,,494321
2016-06-07,disagg,futonly,gold,prod_merc,26136,147563,,-121427,-26458,50.5,-1.96,23,39,496330
2016-06-07,disagg,futonly,gold,swap,46410,168675,40394,-122265,-3196,0.9,-1.94,12,16,496330
2016-06-07,disagg,futonly,gold,m_money,212061,34695,24939,177366,28755,83.6,2.24,90,26,496330
2016-06-07,disagg,futonly,gold,other_rept,83627,32374,16193,51253,2729,94.2,1.38,74,62,496330
2016-06-07,disagg,futonly,gold,nonrept,46570,31497,,15073,-1830,30.6,1.27,,,496330
2016-06-14,disagg,futonly,gold,prod_merc,26395,176665,,-150270,-28843,35.9,-2.66,24,37,545357
2016-06-14,disagg,futonly,gold,swap,44717,192524,42169,-147807,-25542,0.1,-2.54,12,17,545357
2016-06-14,disagg,futonly,gold,m_money,257500,28260,22155,229240,51874,99.9,3.13,99,22,545357
2016-06-14,disagg,futonly,gold,other_rept,90057,39435,16770,50622,-631,93.6,1.33,88,70,545357
2016-06-14,disagg,futonly,gold,nonrept,45594,27379,,18215,3142,33.6,1.63,,,545357
2016-06-21,disagg,futonly,gold,prod_merc,28287,177414,,-149127,1143,36.9,-2.56,23,40,571517
2016-06-21,disagg,futonly,gold,swap,42538,205548,48957,-163010,-15203,0.1,-2.83,11,18,571517
2016-06-21,disagg,futonly,gold,m_money,274936,24528,26941,250408,21168,99.9,3.38,100,22,571517
2016-06-21,disagg,futonly,gold,other_rept,83889,41568,18458,42321,-8301,80.4,0.81,87,64,571517
2016-06-21,disagg,futonly,gold,nonrept,47511,28103,,19408,1193,34.6,1.75,,,571517
2016-06-28,disagg,futonly,gold,prod_merc,30055,179646,,-149591,-464,36.1,-2.5,27,41,613792
2016-06-28,disagg,futonly,gold,swap,41808,218538,55306,-176730,-13720,0.1,-3.06,13,18,613792
2016-06-28,disagg,futonly,gold,m_money,285895,24845,43076,261050,10642,99.9,3.42,102,17,613792
2016-06-28,disagg,futonly,gold,other_rept,87233,46363,21288,40870,-1451,77.6,0.71,88,72,613792
2016-06-28,disagg,futonly,gold,nonrept,49131,24730,,24401,4993,40.5,2.3,,,613792
2016-07-05,disagg,futonly,gold,prod_merc,29270,178378,,-149108,483,37.2,-2.43,29,36,652971
2016-07-05,disagg,futonly,gold,swap,43240,234339,51225,-191099,-14369,0.1,-3.28,11,19,652971
2016-07-05,disagg,futonly,gold,m_money,300070,26994,61753,273076,12026,99.9,3.47,106,19,652971
2016-07-05,disagg,futonly,gold,other_rept,89520,46633,27104,42887,2017,81.8,0.83,95,63,652971
2016-07-05,disagg,futonly,gold,nonrept,50789,26545,,24244,-157,40.2,2.23,,,652971
2016-07-12,disagg,futonly,gold,prod_merc,35210,176993,,-141783,7325,40.9,-2.2,28,38,633020
2016-07-12,disagg,futonly,gold,swap,39218,222887,48830,-183669,7430,0.3,-3.0,12,18,633020
2016-07-12,disagg,futonly,gold,m_money,296106,36977,48941,259129,-13947,99.5,3.11,105,30,633020
2016-07-12,disagg,futonly,gold,other_rept,81975,43641,30187,38334,-4553,73.9,0.53,97,63,633020
2016-07-12,disagg,futonly,gold,nonrept,52553,24564,,27989,3745,45.8,2.59,,,633020
2016-07-19,disagg,futonly,gold,prod_merc,31861,167764,,-135903,5880,43.5,-2.01,25,33,617069
2016-07-19,disagg,futonly,gold,swap,37838,217412,49734,-179574,4095,0.5,-2.81,14,17,617069
2016-07-19,disagg,futonly,gold,m_money,287317,34920,45320,252397,-6732,99.3,2.9,105,28,617069
2016-07-19,disagg,futonly,gold,other_rept,79554,46040,29831,33514,-4820,59.4,0.21,92,67,617069
2016-07-19,disagg,futonly,gold,nonrept,55614,26048,,29566,1577,48.8,2.69,,,617069
2016-07-26,disagg,futonly,gold,prod_merc,31448,166649,,-135201,702,45.1,-1.96,25,35,576325
2016-07-26,disagg,futonly,gold,swap,35575,209397,50397,-173822,5752,0.9,-2.6,13,17,576325
2016-07-26,disagg,futonly,gold,m_money,278777,31356,26975,247421,-4976,99.0,2.73,101,20,576325
2016-07-26,disagg,futonly,gold,other_rept,68649,37115,28675,31534,-1980,52.6,0.05,84,59,576325
2016-07-26,disagg,futonly,gold,nonrept,55829,25761,,30068,502,49.6,2.67,,,576325
2016-08-02,disagg,futonly,gold,prod_merc,29097,175971,,-146874,-11673,37.8,-2.2,24,34,582211
2016-08-02,disagg,futonly,gold,swap,37132,214285,47682,-177153,-3331,0.7,-2.6,11,19,582211
2016-08-02,disagg,futonly,gold,m_money,288542,33813,21485,254729,7308,99.3,2.75,118,16,582211
2016-08-02,disagg,futonly,gold,other_rept,77259,37805,26563,39454,7920,75.6,0.6,93,66,582211
2016-08-02,disagg,futonly,gold,nonrept,54451,24607,,29844,-224,49.2,2.57,,,582211
2016-08-09,disagg,futonly,gold,prod_merc,29067,165875,,-136808,10066,43.2,-1.92,26,32,575399
2016-08-09,disagg,futonly,gold,swap,32598,208731,54586,-176133,1020,1.0,-2.51,12,21,575399
2016-08-09,disagg,futonly,gold,m_money,281496,36244,23359,245252,-9477,98.6,2.54,109,25,575399
2016-08-09,disagg,futonly,gold,other_rept,74975,33780,26661,41195,1741,79.6,0.71,90,65,575399
2016-08-09,disagg,futonly,gold,nonrept,52657,26163,,26494,-3350,43.0,2.16,,,575399
2016-08-16,disagg,futonly,gold,prod_merc,30091,169299,,-139208,-2400,42.0,-1.94,27,31,572496
2016-08-16,disagg,futonly,gold,swap,32762,204547,53275,-171785,4348,1.4,-2.36,11,22,572496
2016-08-16,disagg,futonly,gold,m_money,277152,34425,26023,242727,-2525,98.4,2.43,106,20,572496
2016-08-16,disagg,futonly,gold,other_rept,74383,33259,26285,41124,-71,79.2,0.7,90,60,572496
2016-08-16,disagg,futonly,gold,nonrept,52525,25383,,27142,648,44.3,2.18,,,572496
2016-08-23,disagg,futonly,gold,prod_merc,23865,163651,,-139786,-578,41.9,-1.92,22,32,572973
2016-08-23,disagg,futonly,gold,swap,32034,209723,52672,-177689,-5904,0.7,-2.42,11,21,572973
2016-08-23,disagg,futonly,gold,m_money,284550,30866,27579,253684,10957,99.2,2.52,106,21,572973
2016-08-23,disagg,futonly,gold,other_rept,75235,34310,25242,40925,-199,78.0,0.67,90,62,572973
2016-08-23,disagg,futonly,gold,nonrept,51796,28930,,22866,-4276,37.6,1.71,,,572973
2016-08-30,disagg,futonly,gold,prod_merc,22280,158022,,-135742,4044,44.1,-1.79,23,33,558398
2016-08-30,disagg,futonly,gold,swap,31637,197108,55937,-165471,12218,1.8,-2.13,13,19,558398
2016-08-30,disagg,futonly,gold,m_money,266680,35086,28821,231594,-22090,98.0,2.16,99,35,558398
2016-08-30,disagg,futonly,gold,other_rept,73906,29159,25471,44747,3822,85.5,0.94,87,67,558398
2016-08-30,disagg,futonly,gold,nonrept,53666,28794,,24872,2006,41.3,1.89,,,558398
2016-09-06,disagg,futonly,gold,prod_merc,22474,176277,,-153803,-18061,31.9,-2.16,23,34,590656
2016-09-06,disagg,futonly,gold,swap,28000,204170,59996,-176170,-10699,1.2,-2.29,13,20,590656
2016-09-06,disagg,futonly,gold,m_money,291692,22157,31809,269535,37941,99.7,2.62,117,17,590656
2016-09-06,disagg,futonly,gold,other_rept,78683,40358,24063,38325,-6422,73.2,0.46,86,75,590656
2016-09-06,disagg,futonly,gold,nonrept,53939,31826,,22113,-2759,36.9,1.59,,,590656
2016-09-13,disagg,futonly,gold,prod_merc,24700,173534,,-148834,4969,37.0,-2.01,23,34,575002
2016-09-13,disagg,futonly,gold,swap,29423,191960,62718,-162537,13633,2.3,-1.98,12,20,575002
2016-09-13,disagg,futonly,gold,m_money,271631,28654,29354,242977,-26558,98.0,2.2,106,23,575002
2016-09-13,disagg,futonly,gold,other_rept,80145,37709,23138,42436,4111,80.5,0.76,91,72,575002
2016-09-13,disagg,futonly,gold,nonrept,53893,27935,,25958,3845,42.4,1.94,,,575002
2016-09-20,disagg,futonly,gold,prod_merc,25040,163063,,-138023,10811,42.7,-1.74,23,37,558791
2016-09-20,disagg,futonly,gold,swap,33793,186385,61481,-152592,9945,2.5,-1.76,13,21,558791
2016-09-20,disagg,futonly,gold,m_money,246119,32972,25688,213147,-29830,93.8,1.76,96,32,558791
2016-09-20,disagg,futonly,gold,other_rept,80207,37175,25307,43032,596,82.0,0.79,91,66,558791
2016-09-20,disagg,futonly,gold,nonrept,61156,26720,,34436,8478,60.8,2.72,,,558791
2016-09-27,disagg,futonly,gold,prod_merc,26681,176013,,-149332,-11309,36.2,-1.96,22,35,583161
2016-09-27,disagg,futonly,gold,swap,32038,197300,64437,-165262,-12670,2.1,-1.96,13,22,583161
